audio,transcription,real transcription
myaudio/12240122.wav, اوموگه موسترهب نیستیم. باد چه خراب شد یا تمام شد اوموگه احساسه.,اون موقع مضطرب نیستیم بچه خراب شد یا تمام شد اون موقع احساسه
myaudio/12240131.wav, اگه میخوایی این رو دقد کن، این سنوکتره، پس مالو مالو خدا بیدو، دو وام تکلیف مدار باش,اگه میخواهی این رو دقت کن این سه نکته رو پس مال مال خدا بدون دوم تکلیف مدار باش
myaudio/12260033.wav, و ایشان هم بخوبی این ازمایشهار و تمام کرد خدابندن بیشون فرمود,و ایشان هم به خوبی این آزمایش ها رو تمام کرد خداوندم به ایشون فرمود
myaudio/12260035.wav, از خداوان درخواست که از نصد ایشان میز امامانی وجود داشته باشت و امامت در نصد ایشان میزید.,از خداوند درخواست کرد که از نسل ایشان نیز امامانی وجود داشته باشد و امامت در نزد
myaudio/12260038.wav, امتحانهای سخطیدی.,آمده است اون حضرت در زندگی پر از فراز نشیب اشون امتحان های سخت
myaudio/12270011.wav, او از همه ای دنیا فقط یک پسر داشت. چی پسری؟ تموم زندگیش بودو بخاطر اون نفسم کشید.,او از همه ی دنیا فقط یک پسر داشت چه پسری تموم زندگیش بود و به خاطر اون نفس میکشید
myaudio/12270012.wav, از صوب تا شب بخاطرون کار می که و خودش رو از پامین داخن. و هر روز خودش رو با آب آتیش می زد.,از صبح تا شب به خاطر اون کار می کرد و خودش از پا می انداخت او هر روز خودش به آب آتیش می زد بلکه
myaudio/12270014.wav, مالمهای خوبی در اون مدرس درس میدده، مالمهای که از مالمهای بی سواده ده که زمانی به خوده او درست داده بودن خیلی بہتر بوده.,معلم های خوبی در اون مدرسه درس می دادن معلم هایی که از معلم های بی سواد ده که زمانی به خود او درس داده بودند خیلی بهتر بودن
myaudio/12270015.wav, زن برای پسرش بزاره یک ارضو داشت، اما چیزی بخودون بروز نمیدات، فقط اصوب تا شب,زن برای پسرش هزار یک آرزو داشت اما چیزی به خود اون بروز نمی داد فقط از صبح تا شب
myaudio/12270016.wav, او رو میت هر سون که اگه درس نخونه باید بره توی جادتها و مدنها بیل و کلنگ بزنه. با گزشت زمان همه گه احالی ده.,او رو می ترسوند اگه درس نخونه باید بره توی جاده ها و معدن بیل کلنگ بزنه با گذشت زمان همه ی اهالی ده
myaudio/12270023.wav, فقط به خاطر پوکی روزی چن بار بشهر میرافتا کلمها را قبل از انکه برسه به فروش برسونه.,فقط به خاطر پوکی روزی چند بار به شهر می رفت تا کلم ها را قبل از اینکه برسه به فروش برسونه
myaudio/12270024.wav, بخاتره اون بود که صحب زود از خونه بیرون میزد تا با چیدن قارج اونه رو جانشین قضای بکنی که باید برای اون پول میدد,به خاطر اون بود که صبح زود از خونه بیرون می زد تا با چیدن قارچ اون ها رو جانشین غذایی بکنه که باید برای اون پول میداد
myaudio/12270025.wav, زن جان می کن دو چندر غاز بیشتر دستوپان می که اید.,زن جان می کند چندرغاز بیشتر دست پا می کرد گاهی هم پیش می آمد که در آمد او
myaudio/12270029.wav, با همون احترامی که از دانش جویان خشپوشه دانش گای موتور استقبال می کردن با اورو برو می شدند. هر وقت با بیوزن حرف می زدند,با همون احترامی که از دانشجویان خوش پوش دانشگاه های معتبر استقبال می کردن با او روبرو می شدن هر وقت با بیوه زن حرف می زدن
myaudio/12270036.wav, کلا هستر برداش و عرگه خستیی رو از پیشونیش پاک کرده گوف.,کلاه از سر برداشت و عرق خستگی رو از پیشونیش پاک کرد گفت
myaudio/12270037.wav, هوا خیلی جرمه، با اون دو چرخه کونه ریکاب دادن توی سربالهی خیلی سخته. اصلا نا حاضر نیستم توی ام چین هوای ریکاب بزنم.,هوا خیلی گرمه با اون دوچرخه ی کهنه رکاب زدن توی سربالایی خیلی سخته اصلا حاضر نیستم توی همچین هوایی رکاب بزنم
myaudio/12270038.wav, بیوزن با قرور گفت برای پوکی من چیزی نیست ان سبرا برای این راه رو به خاطره کتاب و درس پا میزنه دقا یق بکندی میگزرشت,پیرزن با غرور گفت برای پوکی من چیزی نیست اون سه برابر این راه رو به خاطر کتاب درس پا میزنه دقایق به کندی می گذشت
myaudio/12270039.wav, بیوزن به خرشیت چشم دوخته گفت. من که میگم آفتاب باشه بیتر از اینی که بارون باشه. همسای گفت.,پیرزن به خورشید چشم دوخت گفت من که میگم آفتاب باشه بهتر از اینه که بارون باشه همسایه گفت
myaudio/12270041.wav, فویی هم چنوائی آدم خیلی زود گرمازده میشه. آفتاب بحشدنه که آدم هوا فلج می کنوا بس بیوزن.,توی همچین هوایی آدم خیلی زود گرما زده میشه آفتاب وحشتناکه آدم فلج میکنه بس بیوه زن
myaudio/12270042.wav, روی پرچین خم شد و سرک کشید و براه شر که از تب پسرازیر میشد نگاه کرده گفت. خوبه!,روی پرچین خم شد سرک کشید و به راه شهر که از تپه سرازیر می شد نگاه کرد گفت خوبه
myaudio/12440006.wav, فرشکا هکوچک ساده ای کروی شیش ارش برنگه آبین وشد شده بود، بکالی.,فروشگاه کوچک ساده ای که روی شیشه اش به رنگ آبی نوشته شده بود بقالی
myaudio/12440007.wav, پخطی کسی در را حول میداد زنگی با سدای شادمانه دنگ دنگ می کرد و اتصامک,وقتی کسی در را هول می داد زنگی با صدای شادمانه دنگ دنگ می کرد و تومک
myaudio/12440008.wav, با پیشبند خاکستری بقالی اش جلو یه اوز ظاهر میشد. تومک پسری بود با چشم های رویائی.,با پیشوند خاکستری بقالی اش جلوی او ظاهر می شد تومک پسری بود با چشم های رویایی
myaudio/12440009.wav, و پدنی اصدخانی کن نسبتن بزرکتر استن نشب نظر میرسید.,و بدنی استخوانی که نسبتا بزرگتر از سن اش به نظر می رسید
myaudio/12440010.wav, شرط دادن جوزیات چیزهای که در این بقالی فروقتمی شاد کار بیهوده ایست. گفتنش،,شرح دادن جزئیات چیزهایی که در این بقالی فروخته می شد کار بیهوده ایست گفتن اش
myaudio/12440011.wav, از یک کتاب هم بیشتر میشه ود. تنها یک کلمه میشه ود گفت. همی چیز.,از یک کتاب هم بیشتر می شود تنها یک کلمه می شود گفت همه چیز تومک
myaudio/12440012.wav, همه چیز میفروخت. او در همان پستوی مغازه اش زندگی می کرد.,همه چیز می فروخت او در همان پستوی مغازه اش زندگی می کرد بنابراین
myaudio/12440013.wav, هیچ وقت فرشکا هش تحطیل نبود. درورو دی فرشکا یک تابلو یه ایلان آویزان بود که رویش نبشت بود.,هیچ وقت فروشگاه اش تعطیل نبود در ورودی فروشگاه یک تابلوی اعلان آویزان بود که روی اش نوشته بود
myaudio/12440015.wav, احالی روستها آدمهای مخترمی بودند و وقت و بی وقت مزاهمی تو میکنمی شدند.,اهالی روستا آدم های محترمی بودند و وقت  بی وقت مزاحمت تومک نمی شدند
myaudio/12440016.wav, هنها میدانستن که اگر کار مهمی پیش بیاید تو میکن با خوشروی در را برای نها بازمی کند. حتا,آن ها می دانستند که اگر کار مهمی پیش بیاید تومک با خوشرویی در را به روی آنها باز می کند حتی
myaudio/12440017.wav, نیم شبها. این تر هم نبیت فکرت که تمک هیچ وقت فرش گاهاش را ترک نمی کرد. بر اکس گاهی پیش میامت که میرافت...,نیمه شبها این طور هم نباید فکر کرد که تومک هیچ وقت فروشگاه اش را ترک نمی کرد برعکس گاهی پیش می آمد که می رفت
myaudio/12440018.wav, از این شرایت هم فرشگاه بایده بایده,تا پاهای اش جانی بگیرن گاهی هم پیش می آمد که نیمی از روز را نبود در این شرایط هم فروشگاه
myaudio/12440019.wav, باز بود و مردم خودشان چیز های موردن نیازشان را برمی داشتند. تومکه برمی گشت میدید روی پیشخانش,باز بود  مردم خودشان چیزهای مورد نیازشان را بر می داشتن تومک که بر می گشت می دید روی پیشخوان اش
myaudio/12440020.wav, چند یاد داشت فجود دارت یاد داشت های مثل این یک بند سوسیست به هم را های غیمتش یا مثلا,چند یادداشت وجود دارد یادداشت هایی مثل این یک بند سوسیس به همراه قیمت اش یا مثلا
myaudio/12440021.wav, تنباکو بدن حساب می کنم. جاک. به این ترطیب ممکن بود همه چیز در این دنیای خوب,تنباکو بعدا حساب می کنم ژاک به این ترتیب ممکن بود همه چیز در این دنیای خوب
myaudio/12440022.wav, به همین خوبی سالها یه سال و hتا قرن ها پیش برود بیان که هیچ اتفاق خاصی بیافتد.,به همین خوبی سال های سال و حتی قرن ها پیش برود بی آنکه هیچ اتفاق خاصی بیفتد
myaudio/12440023.wav, تو میک فقط یک راست داشت. با دی نا، حسنان چیز بادیه آجیب و قریبی نبود.,تومک فقط یک راز داشت ولی نه اصلا چیز بد یا عجیب غریبی نبود
myaudio/12440026.wav, این جمل میشد خلا سکرد. حسلاش سرفت گود. یا بیتر انکه حسلاش خیلی سرفت.,این جمله می شد خلاصه کرد حوصله اش سر رفته بود یا بهتر اینکه حوصله اش خیلی
myaudio/12440028.wav, از پنجره پستوی فروشگاه 8 دشد پحناوره گندوم بحاری رنگاه می کهرد,از پنجره ی پستوی فروشگاه اش دشت پهناور گندم بهاری را نگاه می کرد
myaudio/12440029.wav, که منند موچهای در یا در حرکت بود و تنها دنگ دنگ زنگ آویزان جلوی در میتوانست اورا از رویای شنید.,که مانند موج های دریا در حرکت بود تنها دنگ دنگ زنگ آویزان جلوی در می توانست او را از رویایش
myaudio/12440030.wav, پیشترها سب هزود راه میوفتاد و مییزت به جادهی که در دل روستا گم میشاد.,بیرون بکشد پیشتر ها صبح زود راه می افتاد  می زد به جاده ای که در دل روستا گم می شد
myaudio/12440031.wav, در دل آبی کم رنگ مزاره پمبه و فکر برگشتن به خانه قل وشرا از جامی کند.,در دل آبی کمرنگ مزارع پنبه و فکر برگشتن به خانه قلبش را از جا می کند
myaudio/12440032.wav, پاییز وقتی پرندگان محاجر در سکوتی امیق در آسمان پرواس می کردند.,پاییز وقتی پرندگان مهاجر در سکوتی عمیق در آسمان پرواز می کردند تومک
myaudio/12440033.wav, بیشتر از همیش میل رفتند هاشت و وقتی قاس های وحشی با بال های بزور یشان در افق در از ایندر,بیشتر از همیشه میل رفتن داشت و وقتی غازهای وحشی با بال های بزرگ اشان در افق
myaudio/12440034.wav, پر می کشیدند و نا پدیت می شدند، اشک از چشمه های اش سرنزیر می شد. متاستفنه،,پر می کشیدند  ناپدید می شدند اشک از چشم هایش سرازیر می شد متاسفانه
myaudio/12440035.wav, وقتی کسی مثل تو میک باشت و مسئولیت تنها فروشکاه دهگاده هنبا او باشت امی توانت همین توری را هشرب بکشدو برا,وقتی کسی مثل تومک باشد و مسئولیت تنها فروشگاه دهکده هم با او باشد نمی تواند همینطوری راهش را بکشد برود
myaudio/12440036.wav, فرشکه که پیش از او پدرش ان را اداره می کهد و قبل از او هم پدر بزور کش.,فروشگاهی که پیش از او پدرش آن را اداره می کرد و قبل از او هم پدر بزرگش
myaudio/12440039.wav, بهر حال آنها مو تواجه هاله اون خا هنچاد رفتن تومیک,به هر حال آنها متوجه حال او نخواهند شد رفتن تومک
myaudio/12440040.wav, با اس نارا حتیشان میشه واد و تو می کم دلش نمیه یاد کسیرا نارا حت کند. هست به این نتیج رسید.,باعث ناراحتی اشان می شود و تومک هم دلش نمی آید کسی را ناراحت کند پس به این نتیجه رسید
myaudio/12440041.wav, که رازش را در دلش نگه دارد. با خودش گفت با یکت سبور باشن.,که رازش را در دلش نگه دارد با خودش گفت باید صبور باشم
myaudio/12440044.wav, همه یه تلاشهای ای طوامک پرای از به این بردن این هیس و منتقی تر به نظر رسیدن بیفایده بود.,همه ی تلاش های تومک برای از بین بردن این حس و منطقی تر به نظر رسیدن بی فایده بود
myaudio/12440052.wav, پسری که در تمام زندگی اش اتفاق نای افتاده بود که سبار و سورته یک دوخ در نگاه کند.,پسری که در تمام زندگی اش اتفاق نیفتاده بود که سه بار به صورت یک دختر نگاه کند
myaudio/12440053.wav, تو میک اپ نباتی از درون شیش برداش تو بیوتد دخترک انرا زود در جیب پیرا هنش پن هنک,تومک آبنباتی از درون شیشه برداشت  به او داد دخترک آن را زود در جیب پیراهنش پنهان
myaudio/12440054.wav, اما انگار گست بیرون رفتن کن داشت.,کرد اما انگار قصد بیرون رفتن نداشت ایستاده بود
myaudio/12440055.wav, و به افصح ها بو کشوها یه کچه که تمام دیوار را پوشان دگودند نگاه می کهت.,و به قفسه ها  کشو های کوچکی که تمام دیوار را پوشانده بودند نگاه می کرد
myaudio/12440059.wav, او پای نامد و کشو یه دیگر ایرا باز کرد. بفرمه ایت! دوخدر؟,او پایین آمد و کشوی دیگری را باز کرد ههه بفرمایید دختر
myaudio/12440060.wav, کمی خجالت کشید و لبخندی رو یا لبحایشنش است. معلوم بود که داشتای.,تردید کرد کمی خجالت کشید و لبخندی روی لب هایش نشست معلوم بود که داشت
myaudio/12440063.wav, این بار چشپهای بیرمق دوختر اک حسابی برک میست. شادي دوختر,اینبار چشم های بی رمق دخترک حسابی برق می زد شادی دختر
myaudio/12440066.wav, یک زرف شن نارنجی بیرونا برد. دو بار پاین آمد. شن را رو ی دفتر مخصوص شرخ، تا دختر به تبانت لمسشر.,یک ظرف شن نارنجی بیرون آورد دوباره پایین آمد شن را روی دفتر مخصوص اش ریخت تا دختر بتواند لمس اش
myaudio/12440067.wav, دوختارک پوشت دستشرا روی شن همالید، بعد نوکه انگوشتان فرزشرا,کند دخترک پشت دستش را روی شن ها مالید بعد نوک انگشتان فرز اش را
myaudio/12440069.wav, چون خیلی به پیشخان نزدیق شده بود، تومک میتا وانست گرمای بلنش را هست کند.,چون خیلی به پیشخوان نزدیک شده بود تومک می توانست گرمای بدنش را حس کند
myaudio/12440072.wav, این گوشتش را اتفاقی رو بی یکی از ستها کشو یه کودشت گرفت و گفت توی این یکی,انگشتش را اتفاقی رو به یکی از صدها کشوی کوچک گرفته گفت توی این یکی
myaudio/12440080.wav, دو بار سکوت همجارا پور کرد. تو میک جورت نمی کر چیزی بگوید.,دوباره سکوت همه جا را پر کرد تومک جرات نمی کرد چیزی بگوید
myaudio/12440090.wav, او نمیدان است. دختاره گفت، من به این آب نیاز دارن. بعد بقوم قومه ایکه از کامرش...,او نمی دانست دخترک گفت من به این آب نیاز دارم بعد به قمقمه ایی که از کمرش
myaudio/12440091.wav, اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه اینکه,آویزان بود دست زد اونو پیدا میکنم میریزم توی این قمقمه تومک
myaudio/12440092.wav, وغند دلش میخواست که او بیشتر در باره یاان آبرایش هرف بزنت. اما دختر جلو آمد,واقعا دلش می خواست که او بیشتر درباره ی آن آب برایش حرف بزند اما دختر جلو آمد
myaudio/12440093.wav, و دسمال تا خورده یه توی دستش را باز کردو گفت. خب برای عبنبات شغد بیت بیدم. وشنید که تومی کنید.,و دستمال تا خورده توی دستش را باز کرد گفت خب برای آبنبات چقدر باید بدم و شنید تومک
myaudio/12440100.wav, بین اومید کسی پیدا شاود و بگوید، نا کسی که رتنش ده، بیجوز آن شب که آن دخترک آمده بود.,به این امید که کسی پیدا شود بگوید نه کسی که رد نشده بجز آن شب که آن دخترک آمده بود
myaudio/12440111.wav, وقتی تومک رسید اتفاقا داش نامه ایرابرای پیرزنی میخاند و پیرزن با دقات به نام گوش می کهد.,وقتی تومک رسید اتفاقاً داشت نامه ای را برای پیرزنی می خواند پیرزن با دقت به نامه گوش میکرد
myaudio/12440112.wav, تو میکم برای اینکه موزاهم نشوت و نامرا نشنوت کمی دور شوت، تا نام تمام شوت و بعد,تومک هم برای اینکه مزاحم نشود و نامه را نشنود کمی دور شد تا نامه تمام شود و بعد
myaudio/12440113.wav, بسمتد دوستا شفت. دستش را روی سینه اش گزاشته گفت، سلام پده وزارگی.,به سمت دوستش رفت دستش را روی سینه اش گذاشت گفت سلام پدربزرگ
myaudio/12440114.wav, ایشام پیر هم بازو های اشرا بسمت او باز کرده گفت سلام پیسرم نه اینکه,ایشام پیر هم بازوی هایش را به سمت او باز کرد گفت سلام پسرم نه اینکه
myaudio/12440119.wav, برای همین بود که مشتری هایش بیشتر ترجیم دادند، توی کوچه سرپا بیستند.,چوبی بالا می رفتند برای همین بود که مشتری های اش بیشتر ترجیح می دادند توی کوچه سر پا بایستن
myaudio/12440121.wav, با یک حرکت از سپل بالا آمد و جلیقه بتن کنار پیر مردنش است.,با یک حرکت از سه پله بالا آمد و جلیقه به تن کنار پیرمرد نشست تومک
myaudio/12440123.wav, اپ نباتها یه تو میک را گرفتا گفت؟ ممنون بزرم. نا. من هیچ وقت کار ندارم.,آبنبات های تومک را گرفت  گفت ممنون پسرم نه من هیچ وقت کار ندارم
myaudio/12440124.wav, وابلا نمی تو گفتم، ایچ وقتم استراحات ندیلم، فقط این زندگی رو میگ زارونم.,قبلا هم به تو گفتم هیچ وقتم استراحت ندارم فقط این زندگی رو میگذرونم
myaudio/12440126.wav," Misod úrajeg fil szuf behez a valárt. Ú, a segetséz hagyja sírin búd.",می شد او را یک فیلسوف به حساب آورد او عاشق چیزهای شیرین بود
myaudio/12440127.wav, اگر تم ایک فرموش می کرد در ایش آب نواد بیا ورد دورا است مثل ایک بچه با او گر می کرد.,اگر تومک فراموش می کرد برایش آبنبات بیاورد درست مثل یک بچه با او قهر می کرد
myaudio/12440128.wav, نانهای ادویدار اک تل بیشکرا بیشتر دوستاشت. همی چیز برای اش خوب بود، در صورتی که,نان های ادویه دار قلبی شکل را بیشتر دوست داشت همه چیز برایش خوب بود در صورتیکه
myaudio/12440129.wav, جاویدان اش خیدی سخت نباشت و الوته این به خاطر دندان هایش بود,جویدن اش خیلی سخت نباشد و البته این به خاطر دندان هایش بود
myaudio/12440130.wav, تو مکنم اخواست زمان زیادی از فروشکا هش دور باشت ولی بخاطر کنش کاویش آمده بود پس زود,تومک نمی خواست زمان زیادی از فروشگاه اش دور باشد ولی به خاطر کنجکاوی اش آمده بود پس زود
myaudio/12440135.wav, نام رود خانرا که تکرار می کرد احساس می کرد سدای دوختر اکرا دارت می شنود آبی رود,نام رودخانه را که تکرار می کرد احساس می کرد صدای دخترک را دارد می شنود آب رود
myaudio/12440141.wav, منظور همینه که آب این روطخونه بجای پاینومدن با حالا میره.,منظورم اینه که آب این رودخانه به جای پایین اومدن بالا میره
myaudio/12440143.wav, با دیدن تجوب دوست جوانش از خند رو دبار شد. باد دلش برایش سو.,با دیدن تعجب دوست جوانش از خنده روده بر شد بعد دلش برایش سوخت
myaudio/12440145.wav, میفهمی؟ بجای اینکه به اغلیان نوست بریزه از اوم سرچش می میگیره.,می فهمی به جای اینکه به اقیانوس بریزه از اون سرچشمه میگیره
myaudio/12440146.wav, اینگار که آب دریا رو میمکه شروع رود واسیه مثل ای رود خونه بزوج,انگار که آب دریا رو میمکه شروع رود وسیع مثل یه رودخونه ی بزرگ
myaudio/12440147.wav, میکن تو ساهلش درخته یعجی بیروشت میکنه درخته که,میگن تو ساحلش به درخت های عجیبی رشد می کنه درخت هایی که
myaudio/12440155.wav, از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از ا,البته طبیعتا باید همینطور باشه اما خب این طور نیست چون همزمان
myaudio/12440156.wav, آب ده ها رود خنه بازارگه دیگه، مثل همه یه رود خنه ها بده هریام ریزه. سپس.,آب ده ها رودخونه ی بزرگ دیگه مثل همه ی رودخانه ها به دریا میریزه سپس
myaudio/12440229.wav, شانحای اشرب بالا انداختو پاسخداد همه تومیکو میشنستند,شانه هایش را بالا انداخت پاسخ داد همه تومک میشناسن
myaudio/12440230.wav, باردیگر هم خاب دیت که در بالا یکوه مغدده از رو یک حسچه یا آب خالص خمشده از,بار دیگر هم خواب دید که در بالای کوه مقدس روی یک حوضچه ی آب خالص خم شده است
myaudio/12440231.wav, چیزی ته عب برکمی ست. نگاه کردو دیت که سکه یه همان دختر بود.,چیزی ته آب برق می زد نگاه کرد دید که سکه ی همان دختر بود
myaudio/12440232.wav, همان سکیی که برای آب نبات ها به او پر تخته بود. سکیرا بدست گرفت و وقتی برگه اشت؟,همان سکه ای که برای آبنبات ها به او پرداخته بود سکه را به دست گرفت و وقتی برگشت
myaudio/12440233.wav, دوختر آنجا بود خندان با لباسی مثل شاخصاده ها پوشت سرش,دختر آنجا بود خندان با لباسی مثل شاهزاده ها پشت سرش
myaudio/12440236.wav, و وقتی اشام پیر نامرا در دکش پیدا کند و دیگر خیلی دور شدست.,و وقتی ایشام پیر نامه را در دکه اش پیدا کند او دیگر خیلی دور شده است
myaudio/12440237.wav, روصای آخر بسختی میتبانست آشوفتگه اشرا پنهان کند. بنظر اش میرسید که در فروشه,روزهای آخر به سختی می توانست آشفتگی اش را پنهان کند به نظرش می رسید که در فروش
myaudio/12440241.wav, ساده نبود چون اون نمیدان از چیز های در راح انتظار اشرام می کشند.,ساده نبود چون او نمی دانست چه چیزهایی در راه انتظارش را می کشند
myaudio/12440242.wav," آیا آن سر زمین های دور, گرمند یا سرد. آیا باید کفش های پشمی.",آیا آن سرزمین های دور گرم ان یا سرد آیا باید کفش های پشمی
myaudio/12440243.wav, جاکت زخی مقفش که نوردی بردارت یا بر اکس بایت تاجای که ممکنست,ژاکت ضخیم کفش کوهنوردی بر دارد یا برعکس باید تا جایی که ممکن است
myaudio/12440245.wav, چند کتاب در باری مجره جوی داشت. برای پیدا کردن جواب آنها را خند، ودی هیچ در بردنید.,چند کتاب درباره ی ماجراجویی داشت برای پیدا کردن جواب آن ها را خواند ولی هیچ
myaudio/12440246.wav, جوابی پیدا نکرد. بیشتر ماجر اجویان چیزی با خود نداشتند. و تازه رابینسون کروزوه هم,جوابی پیدا نکرد بیشتر ماجراجویان چیزی با خود نداشتند و تازه رابینسون کروزوئه هم
myaudio/12440247.wav, که مورده علاقه یه او بود چیزی نداشت، چون همه چیز را در توفان و قرخ شدن کشدی از دست.,که مورد علاقه ی او بود چیزی نداشت چون همه چیز را در طوفان و غرق شدن کشتی از دست
myaudio/12440248.wav, برنظر میرسید که دختر اپ نباد بدست هم چیزی همراهش نبود.,داده بود به نظر می رسید که دختر آبنبات به دست هم چیزی همراهش نبود
myaudio/12440249.wav, تو میکنم تسمیم گرفت که مثل دوختر فقط چیزهای زروری را با خود ببرد. پیش از هر چیز،,تومک هم تصمیم گرفت که مثل دختر فقط چیز های ضروری را با خود ببرد پیش از هر چیز
myaudio/12440250.wav, این باشه بشه درسته هسابی لازم داشت. چون او بایت زیر سخت آسمان بخوابت و شب هم داشت رو بسه.,یک پوشش پشمی درست حسابی لازم داشت چون او باید زیر سقف آسمان بخوابد و شب هم داشت رو به
myaudio/12440251.wav, بیش کمگمه هم نیاز داشت، یک کمگمه از جنس پست سموره آبی داشت،,سردی میرفت به یک قمقمه هم نیاز داشت یک قمقمه از جنس پوست سمور آبی داشت
myaudio/12440252.wav, که آنرا بایت برای مسرف شخصی اش و همین تور آوردن آب رود خانه یه کجار محکم بکمرش می بست.,که آن را باید برای مصرف شخصی اش و همینطور آوردن آب رودخانه ی کجار محکم به کمرش می بست
myaudio/12440253.wav, اگر آب رود خانرا بدست بیاورد. او با یک پارچه محکم.,البته اگر آب رودخانه را به دست بیاورند او با یک پارچه ی محکم
myaudio/12440254.wav, کیسی بندازه یه فقط چند سنتی میتر دوخت و سکه یه دوخت در راد دران گزاشت، سا به محزد دیدنش سکرابه اوپ.,کیسه ای به اندازه ی فقط چند سانتی متر دوخت و سکه ی دختر را در آن گذاشت تا به محض دیدنش سکه را به او
myaudio/12440255.wav, پس بدا هد. علبته در صورتی که بیتا واند اورا پیدا کند.,پس بدهد البته در صورتی که بتواند او را پیدا کند
myaudio/12440256.wav, از اینجا تا انجا کسی با یک بند بگردنش آویزان خاحت بود و امکان کمی داشته,از اینجا تا آنجا کیسه با یک بند به گردنش آویزان خواهد بود و امکان کمی داشت
myaudio/12440257.wav, در جیب شلوارش پرای دفا از خود،,که آدم بدجنسی بتواند آن را از او جدا کند در جیب شلوارش برای دفاع از خود
myaudio/12440258.wav, یک چغوی زامندار گزاشت و دو دسمال که رو یش هرف اول اسمش ته گلدوزی شده بود.,یک چاقوی ضامن دار گذاشت و دو دستمال که رویش حرف اول اسمش ت گلدوزی شده بود
myaudio/12440259.wav, شب آخر بعد از انکه همه چیز را خوب برسی کرد پوشت پیش خانشنش ازد.,شب آخر بعد از آنکه همه چیز را خوب بررسی کرد پشت پیشخوان اش نشست
myaudio/12440260.wav, چراه پی سوزش را روشنکرد و این نامرا برای ایشام نوشت.,چراغ پی سوز اش ار روشن کرد و این نامه را برای ایشام نوشت
myaudio/12440261.wav, ایشام، پدر بزورگه ازیز هم، تو همیشه ناماهای دیگران را میخانی.,ایشام پدربزرگ عزیزم تو همیشه نامه های دیگران را می خوانی
myaudio/12440262.wav, اما این یکی ماله خودت است و دیگر لازم نیست ان ربا سدای پولند بخانی.,اما این یکی مال خودت است و دیگر لازم نیست آن را با صدای بلند بخوانی
myaudio/12440263.wav, ام رو صوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام رو سوب، ام ر,میدانم که باعث زحمت ات خواهم شد و از تو می خواهم که مرا ببخشی امروز صبح
myaudio/12440264.wav, بسمت رودخانه یک جار راحی شدم. اگر با انجا برسم برای هیت از آب رودخانه خواهما ورد.,به سمت رودخانه ی کجار راهی شدم اگر به آن جا برسم برای ات از آب رودخانه خواهم آورد
myaudio/12440265.wav, آمید وارم در را خودی راکه از او برایت حرف زده بودم ببینم چون او هم به همانجا میرود,امیدوارم در راه دختری را که از او برای ات حرف زده بودم ببینم چون او هم به همان جا میرود
myaudio/12440266.wav, کلید فروشکاه را برای چومی گزارم چون اگر با خود ببرم ممکنست گمش کنم,کلید فروشگاه را برای تو می گذارم چون اگر با خود ببرم ممکن است گمش کنم
